participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,player.id_in_group,player.treatment,player.contribution,player.signal,player.round_points,player.points,player.payoff,group.id_in_subsession,group.total_contribution,group.individual_share,group.efficiency_rate,subsession.round_number,subsession.paying_game,subsession.game_number,subsession.game_round,subsession.mpcr_order,subsession.variable_mpcr_game,subsession.fixed_mpcr_game,subsession.treatment,subsession.signalVariance,subsession.app_label,session.code,session.label,session.experimenter_name,session.time_scheduled,session.time_started,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,2.00,0.45,21.75,0.00,0.00,3,25.00,13.75,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,6.00,0.65,12.25,0.00,0.00,4,15.00,8.25,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,8.00,0.35,14.65,0.00,0.00,1,23.00,12.65,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,0.00,0.65,19.35,0.00,0.00,2,17.00,9.35,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,10.00,0.75,13.75,0.00,0.00,3,25.00,13.75,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,2.00,0.35,16.25,0.00,0.00,4,15.00,8.25,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,1.00,0.55,21.65,0.00,0.00,1,23.00,12.65,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,4.00,0.65,15.35,0.00,0.00,2,17.00,9.35,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,5.00,0.35,18.75,0.00,0.00,3,25.00,13.75,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,5.00,0.45,13.25,0.00,0.00,4,15.00,8.25,0.55,12,0,2,4,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,6.00,0.45,14.45,0.00,0.00,1,19.00,10.45,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,2.00,0.55,18.45,0.00,0.00,2,19.00,10.45,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,3.00,0.45,20.75,0.00,0.00,3,25.00,13.75,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,6.00,0.55,11.15,0.00,0.00,4,13.00,7.15,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,10.00,0.35,10.45,0.00,0.00,1,19.00,10.45,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,8.00,0.65,12.45,0.00,0.00,2,19.00,10.45,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,10.00,0.45,13.75,0.00,0.00,3,25.00,13.75,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,3.00,0.65,14.15,0.00,0.00,4,13.00,7.15,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,2.00,0.35,18.45,0.00,0.00,1,19.00,10.45,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,2.00,0.65,18.45,0.00,0.00,2,19.00,10.45,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,4.00,0.75,19.75,0.00,0.00,3,25.00,13.75,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,1.00,0.35,16.15,0.00,0.00,4,13.00,7.15,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,1.00,0.55,19.45,0.00,0.00,1,19.00,10.45,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,7.00,0.65,13.45,0.00,0.00,2,19.00,10.45,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,8.00,0.35,15.75,0.00,0.00,3,25.00,13.75,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,3.00,0.45,14.15,0.00,0.00,4,13.00,7.15,0.55,13,0,2,5,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,4.00,0.45,21.40,0.00,0.00,1,28.00,15.40,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,7.00,0.55,20.05,0.00,0.00,2,31.00,17.05,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,10.00,0.45,6.60,0.00,0.00,3,12.00,6.60,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,9.00,0.55,16.40,0.00,0.00,4,28.00,15.40,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,7.00,0.35,18.40,0.00,0.00,1,28.00,15.40,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,9.00,0.65,18.05,0.00,0.00,2,31.00,17.05,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,0.00,0.45,16.60,0.00,0.00,3,12.00,6.60,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,5.00,0.65,20.40,0.00,0.00,4,28.00,15.40,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,10.00,0.35,15.40,0.00,0.00,1,28.00,15.40,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,8.00,0.65,19.05,0.00,0.00,2,31.00,17.05,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,0.00,0.75,16.60,0.00,0.00,3,12.00,6.60,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,5.00,0.35,20.40,0.00,0.00,4,28.00,15.40,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,7.00,0.55,18.40,0.00,0.00,1,28.00,15.40,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,7.00,0.65,20.05,0.00,0.00,2,31.00,17.05,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,2.00,0.35,14.60,0.00,0.00,3,12.00,6.60,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,9.00,0.45,16.40,0.00,0.00,4,28.00,15.40,0.55,14,0,2,6,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,1.00,0.45,19.45,0.00,0.00,1,19.00,10.45,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,0.00,0.55,13.85,0.00,0.00,2,7.00,3.85,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,0.00,0.45,17.15,0.00,0.00,3,13.00,7.15,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,1.00,0.55,24.40,0.00,0.00,4,28.00,15.40,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,10.00,0.35,10.45,0.00,0.00,1,19.00,10.45,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,0.00,0.65,13.85,0.00,0.00,2,7.00,3.85,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,1.00,0.45,16.15,0.00,0.00,3,13.00,7.15,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,10.00,0.65,15.40,0.00,0.00,4,28.00,15.40,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,2.00,0.35,18.45,0.00,0.00,1,19.00,10.45,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,1.00,0.65,12.85,0.00,0.00,2,7.00,3.85,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,9.00,0.75,8.15,0.00,0.00,3,13.00,7.15,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,9.00,0.35,16.40,0.00,0.00,4,28.00,15.40,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,6.00,0.55,14.45,0.00,0.00,1,19.00,10.45,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,6.00,0.65,7.85,0.00,0.00,2,7.00,3.85,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,3.00,0.35,14.15,0.00,0.00,3,13.00,7.15,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,8.00,0.45,17.40,0.00,0.00,4,28.00,15.40,0.55,15,0,2,7,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,8.00,0.45,16.30,0.00,0.00,1,26.00,14.30,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,4.00,0.55,10.40,0.00,0.00,2,8.00,4.40,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,6.00,0.45,11.70,0.00,0.00,3,14.00,7.70,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,4.00,0.55,16.45,0.00,0.00,4,19.00,10.45,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,3.00,0.35,21.30,0.00,0.00,1,26.00,14.30,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,0.00,0.65,14.40,0.00,0.00,2,8.00,4.40,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,4.00,0.45,13.70,0.00,0.00,3,14.00,7.70,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,0.00,0.65,20.45,0.00,0.00,4,19.00,10.45,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,7.00,0.35,17.30,0.00,0.00,1,26.00,14.30,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,2.00,0.65,12.40,0.00,0.00,2,8.00,4.40,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,3.00,0.75,14.70,0.00,0.00,3,14.00,7.70,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,5.00,0.35,15.45,0.00,0.00,4,19.00,10.45,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,8.00,0.55,16.30,0.00,0.00,1,26.00,14.30,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,2.00,0.65,12.40,0.00,0.00,2,8.00,4.40,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,1.00,0.35,16.70,0.00,0.00,3,14.00,7.70,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,10.00,0.45,10.45,0.00,0.00,4,19.00,10.45,0.55,16,0,2,8,2,0,2,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,7.00,0.45,10.75,10.75,0.54,1,31.00,7.75,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,6.00,0.05,10.75,10.75,0.54,2,27.00,6.75,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
3,84r5ikez,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.678671+00:00,0,1,,,1,3,3.00,0.05,10.00,10.00,0.50,3,12.00,3.00,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
4,vohi22an,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.699226+00:00,0,1,,,1,3,5.00,0.05,12.00,12.00,0.60,4,28.00,7.00,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
5,t3cv1spd,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.720389+00:00,0,1,,,2,3,10.00,0.35,7.00,7.00,0.35,4,28.00,7.00,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
6,0epaoca5,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.749538+00:00,0,1,,,2,3,9.00,0.05,8.75,8.75,0.44,1,31.00,7.75,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
7,1zki37c6,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.772848+00:00,0,1,,,2,3,10.00,0.45,6.75,6.75,0.34,2,27.00,6.75,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
8,67u964fi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.794006+00:00,0,1,,,2,3,5.00,0.05,8.00,8.00,0.40,3,12.00,3.00,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
9,7i26z53h,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.816016+00:00,0,1,,,3,3,0.00,0.45,13.00,13.00,0.65,3,12.00,3.00,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
10,scek1yb0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.837580+00:00,0,1,,,3,3,10.00,0.25,7.00,7.00,0.35,4,28.00,7.00,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
11,0w0hf5q0,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.858434+00:00,0,1,,,3,3,7.00,0.45,10.75,10.75,0.54,1,31.00,7.75,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
12,mzjbmxc3,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.879518+00:00,0,1,,,3,3,5.00,0.35,11.75,11.75,0.59,2,27.00,6.75,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
13,cxs9ngxi,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.899907+00:00,0,1,,,4,3,6.00,0.25,10.75,10.75,0.54,2,27.00,6.75,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
14,pcjuhc6z,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.920859+00:00,0,1,,,4,3,4.00,0.35,9.00,9.00,0.45,3,12.00,3.00,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
15,uf1wb9sr,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.941374+00:00,0,1,,,4,3,3.00,0.35,14.00,14.00,0.70,4,28.00,7.00,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
16,295zka6t,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.962157+00:00,0,1,,,4,3,8.00,0.45,9.75,9.75,0.49,1,31.00,7.75,0.25,17,1,3,1,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
1,wjddc53u,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.634812+00:00,0,1,,,1,3,8.00,0.45,6.50,6.50,0.33,1,18.00,4.50,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
2,tpnl3utb,joe,1,203,203,payment_info,1,PaymentInfo,127.0.0.1,2017-01-18 21:50:13.656444+00:00,0,1,,,1,3,2.00,0.05,11.75,11.75,0.59,2,15.00,3.75,0.25,18,1,3,2,2,0,1,3,2,public_goods,g8a8f7pt,,,,,,,,0
